Date,Crop,Price_per_Ton_EGP
2023-02-07,Tomato (طماطم),4781.69
2023-02-08,Tomato (طماطم),4849.64
2023-02-09,Tomato (طماطم),4902.23
2023-02-10,Tomato (طماطم),4862.61
2023-02-11,Tomato (طماطم),4811.48
2023-02-12,Tomato (طماطم),4834.62
2023-02-13,Tomato (طماطم),4798.13
2023-02-14,Tomato (طماطم),4809.08
2023-02-15,Tomato (طماطم),4790.87
2023-02-16,Tomato (طماطم),4707.84
2023-02-17,Tomato (طماطم),4602.45
2023-02-18,Tomato (طماطم),4620.01
2023-02-19,Tomato (طماطم),4598.25
2023-02-20,Tomato (طماطم),4577.01
2023-02-21,Tomato (طماطم),4618.3
2023-02-22,Tomato (طماطم),4683.56
2023-02-23,Tomato (طماطم),4676.61
2023-02-24,Tomato (طماطم),4666.35
2023-02-25,Tomato (طماطم),4698.2
2023-02-26,Tomato (طماطم),4637.28
2023-02-27,Tomato (طماطم),4655.44
2023-02-28,Tomato (طماطم),4690.12
2023-03-01,Tomato (طماطم),4731.29
2023-03-02,Tomato (طماطم),4641.68
2023-03-03,Tomato (طماطم),4610.91
2023-03-04,Tomato (طماطم),4574.36
2023-03-05,Tomato (طماطم),4586.79
2023-03-06,Tomato (طماطم),4618.33
2023-03-07,Tomato (طماطم),4700.72
2023-03-08,Tomato (طماطم),4683.59
2023-03-09,Tomato (طماطم),4666.38
2023-03-10,Tomato (طماطم),4731.6
2023-03-11,Tomato (طماطم),4754.21
2023-03-12,Tomato (طماطم),4825.42
2023-03-13,Tomato (طماطم),4847.74
2023-03-14,Tomato (طماطم),4797.81
2023-03-15,Tomato (طماطم),4739.12
2023-03-16,Tomato (طماطم),4669.56
2023-03-17,Tomato (طماطم),4710.71
2023-03-18,Tomato (طماطم),4778.22
2023-03-19,Tomato (طماطم),4878.81
2023-03-20,Tomato (طماطم),4929.11
2023-03-21,Tomato (طماطم),4995.43
2023-03-22,Tomato (طماطم),4974.63
2023-03-23,Tomato (طماطم),4925.04
2023-03-24,Tomato (طماطم),4975.79
2023-03-25,Tomato (طماطم),5004.94
2023-03-26,Tomato (طماطم),5018.6
2023-03-27,Tomato (طماطم),5046.27
2023-03-28,Tomato (طماطم),5070.74
2023-03-29,Tomato (طماطم),5143.25
2023-03-30,Tomato (طماطم),5216.33
2023-03-31,Tomato (طماطم),5251.87
2023-04-01,Tomato (طماطم),5302.49
2023-04-02,Tomato (طماطم),5336.53
2023-04-03,Tomato (طماطم),5321.8
2023-04-04,Tomato (طماطم),5367.95
2023-04-05,Tomato (طماطم),5306.54
2023-04-06,Tomato (طماطم),5367.54
2023-04-07,Tomato (طماطم),5316.11
2023-04-08,Tomato (طماطم),5338.68
2023-04-09,Tomato (طماطم),5304.68
2023-04-10,Tomato (طماطم),5340.59
2023-04-11,Tomato (طماطم),5347.11
2023-04-12,Tomato (طماطم),5275.56
2023-04-13,Tomato (طماطم),5304.76
2023-04-14,Tomato (طماطم),5284.0
2023-04-15,Tomato (طماطم),5336.16
2023-04-16,Tomato (طماطم),5344.29
2023-04-17,Tomato (طماطم),5372.09
2023-04-18,Tomato (طماطم),5332.2
2023-04-19,Tomato (طماطم),5310.68
2023-04-20,Tomato (طماطم),5295.65
2023-04-21,Tomato (طماطم),5346.34
2023-04-22,Tomato (طماطم),5438.02
2023-04-23,Tomato (طماطم),5405.52
2023-04-24,Tomato (طماطم),5467.06
2023-04-25,Tomato (طماطم),5366.22
2023-04-26,Tomato (طماطم),5314.1
2023-04-27,Tomato (طماطم),5273.69
2023-04-28,Tomato (طماطم),5213.53
2023-04-29,Tomato (طماطم),5141.75
2023-04-30,Tomato (طماطم),5169.74
2023-05-01,Tomato (طماطم),5166.3
2023-05-02,Tomato (طماطم),5192.46
2023-05-03,Tomato (طماطم),5234.1
2023-05-04,Tomato (طماطم),5254.43
2023-05-05,Tomato (طماطم),5294.28
2023-05-06,Tomato (طماطم),5297.69
2023-05-07,Tomato (طماطم),5245.15
2023-05-08,Tomato (طماطم),5304.76
2023-05-09,Tomato (طماطم),5281.94
2023-05-10,Tomato (طماطم),5241.7
2023-05-11,Tomato (طماطم),5239.26
2023-05-12,Tomato (طماطم),5199.99
2023-05-13,Tomato (طماطم),5185.39
2023-05-14,Tomato (طماطم),5208.77
2023-05-15,Tomato (طماطم),5232.27
2023-05-16,Tomato (طماطم),5193.36
2023-05-17,Tomato (طماطم),5174.85
2023-05-18,Tomato (طماطم),5234.34
2023-05-19,Tomato (طماطم),5264.84
2023-05-20,Tomato (طماطم),5374.16
2023-05-21,Tomato (طماطم),5438.62
2023-05-22,Tomato (طماطم),5501.19
2023-05-23,Tomato (طماطم),5437.04
2023-05-24,Tomato (طماطم),5480.36
2023-05-25,Tomato (طماطم),5482.71
2023-05-26,Tomato (طماطم),5460.06
2023-05-27,Tomato (طماطم),5473.25
2023-05-28,Tomato (طماطم),5525.17
2023-05-29,Tomato (طماطم),5554.75
2023-05-30,Tomato (طماطم),5515.25
2023-05-31,Tomato (طماطم),5556.68
2023-06-01,Tomato (طماطم),5528.97
2023-06-02,Tomato (طماطم),5543.86
2023-06-03,Tomato (طماطم),5532.62
2023-06-04,Tomato (طماطم),5525.48
2023-06-05,Tomato (طماطم),5567.46
2023-06-06,Tomato (طماطم),5518.99
2023-06-07,Tomato (طماطم),5619.66
2023-06-08,Tomato (طماطم),5531.89
2023-06-09,Tomato (طماطم),5505.15
2023-06-10,Tomato (طماطم),5526.68
2023-06-11,Tomato (طماطم),5558.77
2023-06-12,Tomato (طماطم),5556.49
2023-06-13,Tomato (طماطم),5556.23
2023-06-14,Tomato (طماطم),5579.23
2023-06-15,Tomato (طماطم),5570.02
2023-06-16,Tomato (طماطم),5641.87
2023-06-17,Tomato (طماطم),5685.9
2023-06-18,Tomato (طماطم),5731.46
2023-06-19,Tomato (طماطم),5684.93
2023-06-20,Tomato (طماطم),5682.6
2023-06-21,Tomato (طماطم),5669.07
2023-06-22,Tomato (طماطم),5620.15
2023-06-23,Tomato (طماطم),5639.37
2023-06-24,Tomato (طماطم),5613.56
2023-06-25,Tomato (طماطم),5647.27
2023-06-26,Tomato (طماطم),5594.54
2023-06-27,Tomato (طماطم),5681.14
2023-06-28,Tomato (طماطم),5636.83
2023-06-29,Tomato (طماطم),5648.15
2023-06-30,Tomato (طماطم),5687.96
2023-07-01,Tomato (طماطم),5659.5
2023-07-02,Tomato (طماطم),5702.05
2023-07-03,Tomato (طماطم),5640.37
2023-07-04,Tomato (طماطم),5712.62
2023-07-05,Tomato (طماطم),5712.83
2023-07-06,Tomato (طماطم),5682.36
2023-07-07,Tomato (طماطم),5666.61
2023-07-08,Tomato (طماطم),5706.13
2023-07-09,Tomato (طماطم),5675.83
2023-07-10,Tomato (طماطم),5637.15
2023-07-11,Tomato (طماطم),5624.72
2023-07-12,Tomato (طماطم),5564.37
2023-07-13,Tomato (طماطم),5653.76
2023-07-14,Tomato (طماطم),5623.66
2023-07-15,Tomato (طماطم),5663.32
2023-07-16,Tomato (طماطم),5671.74
2023-07-17,Tomato (طماطم),5620.31
2023-07-18,Tomato (طماطم),5617.68
2023-07-19,Tomato (طماطم),5654.41
2023-07-20,Tomato (طماطم),5642.39
2023-07-21,Tomato (طماطم),5699.3
2023-07-22,Tomato (طماطم),5747.49
2023-07-23,Tomato (طماطم),5790.42
2023-07-24,Tomato (طماطم),5764.29
2023-07-25,Tomato (طماطم),5707.02
2023-07-26,Tomato (طماطم),5672.93
2023-07-27,Tomato (طماطم),5679.2
2023-07-28,Tomato (طماطم),5702.82
2023-07-29,Tomato (طماطم),5590.44
2023-07-30,Tomato (طماطم),5586.11
2023-07-31,Tomato (طماطم),5589.96
2023-08-01,Tomato (طماطم),5571.91
2023-08-02,Tomato (طماطم),5632.17
2023-08-03,Tomato (طماطم),5648.84
2023-08-04,Tomato (طماطم),5709.8
2023-08-05,Tomato (طماطم),5694.34
2023-08-06,Tomato (طماطم),5736.43
2023-08-07,Tomato (طماطم),5813.29
2023-08-08,Tomato (طماطم),5873.86
2023-08-09,Tomato (طماطم),5814.13
2023-08-10,Tomato (طماطم),5796.2
2023-08-11,Tomato (طماطم),5773.59
2023-08-12,Tomato (طماطم),5792.6
2023-08-13,Tomato (طماطم),5821.35
2023-08-14,Tomato (طماطم),5773.73
2023-08-15,Tomato (طماطم),5771.34
2023-08-16,Tomato (طماطم),5664.47
2023-08-17,Tomato (طماطم),5730.58
2023-08-18,Tomato (طماطم),5698.89
2023-08-19,Tomato (طماطم),5695.5
2023-08-20,Tomato (طماطم),5673.75
2023-08-21,Tomato (طماطم),5724.68
2023-08-22,Tomato (طماطم),5576.35
2023-08-23,Tomato (طماطم),5568.97
2023-08-24,Tomato (طماطم),5557.05
2023-08-25,Tomato (طماطم),5527.64
2023-08-26,Tomato (طماطم),5607.15
2023-08-27,Tomato (طماطم),5555.9
2023-08-28,Tomato (طماطم),5587.52
2023-08-29,Tomato (طماطم),5598.29
2023-08-30,Tomato (طماطم),5654.25
2023-08-31,Tomato (طماطم),5613.7
2023-09-01,Tomato (طماطم),5569.78
2023-09-02,Tomato (طماطم),5617.25
2023-09-03,Tomato (طماطم),5631.12
2023-09-04,Tomato (طماطم),5546.41
2023-09-05,Tomato (طماطم),5511.91
2023-09-06,Tomato (طماطم),5523.64
2023-09-07,Tomato (طماطم),5557.89
2023-09-08,Tomato (طماطم),5516.22
2023-09-09,Tomato (طماطم),5362.75
2023-09-10,Tomato (طماطم),5381.11
2023-09-11,Tomato (طماطم),5312.23
2023-09-12,Tomato (طماطم),5203.46
2023-09-13,Tomato (طماطم),5053.9
2023-09-14,Tomato (طماطم),5086.61
2023-09-15,Tomato (طماطم),5085.01
2023-09-16,Tomato (طماطم),5065.66
2023-09-17,Tomato (طماطم),5127.01
2023-09-18,Tomato (طماطم),5150.75
2023-09-19,Tomato (طماطم),5223.4
2023-09-20,Tomato (طماطم),5145.57
2023-09-21,Tomato (طماطم),5135.63
2023-09-22,Tomato (طماطم),5046.55
2023-09-23,Tomato (طماطم),5026.82
2023-09-24,Tomato (طماطم),5006.12
2023-09-25,Tomato (طماطم),5029.15
2023-09-26,Tomato (طماطم),5023.13
2023-09-27,Tomato (طماطم),5045.98
2023-09-28,Tomato (طماطم),5072.83
2023-09-29,Tomato (طماطم),5172.25
2023-09-30,Tomato (طماطم),5148.15
2023-10-01,Tomato (طماطم),5092.76
2023-10-02,Tomato (طماطم),5096.74
2023-10-03,Tomato (طماطم),5048.3
2023-10-04,Tomato (طماطم),5114.07
2023-10-05,Tomato (طماطم),5091.6
2023-10-06,Tomato (طماطم),5055.02
2023-10-07,Tomato (طماطم),5023.17
2023-10-08,Tomato (طماطم),5050.82
2023-10-09,Tomato (طماطم),5034.69
2023-10-10,Tomato (طماطم),4994.38
2023-10-11,Tomato (طماطم),5069.44
2023-10-12,Tomato (طماطم),5018.45
2023-10-13,Tomato (طماطم),5012.08
2023-10-14,Tomato (طماطم),5036.58
2023-10-15,Tomato (طماطم),4946.93
2023-10-16,Tomato (طماطم),4962.9
2023-10-17,Tomato (طماطم),4902.13
2023-10-18,Tomato (طماطم),4935.3
2023-10-19,Tomato (طماطم),4879.24
2023-10-20,Tomato (طماطم),4906.0
2023-10-21,Tomato (طماطم),4953.46
2023-10-22,Tomato (طماطم),4988.75
2023-10-23,Tomato (طماطم),4993.59
2023-10-24,Tomato (طماطم),4974.35
2023-10-25,Tomato (طماطم),4937.91
2023-10-26,Tomato (طماطم),5003.9
2023-10-27,Tomato (طماطم),4961.43
2023-10-28,Tomato (طماطم),4902.14
2023-10-29,Tomato (طماطم),4928.05
2023-10-30,Tomato (طماطم),4880.94
2023-10-31,Tomato (طماطم),4826.21
2023-11-01,Tomato (طماطم),4746.87
2023-11-02,Tomato (طماطم),4715.64
2023-11-03,Tomato (طماطم),4704.5
2023-11-04,Tomato (طماطم),4709.73
2023-11-05,Tomato (طماطم),4750.45
2023-11-06,Tomato (طماطم),4770.03
2023-11-07,Tomato (طماطم),4753.81
2023-11-08,Tomato (طماطم),4737.31
2023-11-09,Tomato (طماطم),4756.32
2023-11-10,Tomato (طماطم),4813.53
2023-11-11,Tomato (طماطم),4813.53
2023-11-12,Tomato (طماطم),4783.85
2023-11-13,Tomato (طماطم),4728.08
2023-11-14,Tomato (طماطم),4649.79
2023-11-15,Tomato (طماطم),4677.17
2023-11-16,Tomato (طماطم),4700.24
2023-11-17,Tomato (طماطم),4723.38
2023-11-18,Tomato (طماطم),4711.33
2023-11-19,Tomato (طماطم),4776.16
2023-11-20,Tomato (طماطم),4746.55
2023-11-21,Tomato (طماطم),4789.02
2023-11-22,Tomato (طماطم),4781.9
2023-11-23,Tomato (طماطم),4746.41
2023-11-24,Tomato (طماطم),4771.08
2023-11-25,Tomato (طماطم),4786.72
2023-11-26,Tomato (طماطم),4799.85
2023-11-27,Tomato (طماطم),4799.31
2023-11-28,Tomato (طماطم),4792.93
2023-11-29,Tomato (طماطم),4907.99
2023-11-30,Tomato (طماطم),4962.96
2023-12-01,Tomato (طماطم),4994.99
2023-12-02,Tomato (طماطم),4996.59
2023-12-03,Tomato (طماطم),5043.08
2023-12-04,Tomato (طماطم),5065.25
2023-12-05,Tomato (طماطم),5062.95
2023-12-06,Tomato (طماطم),5044.3
2023-12-07,Tomato (طماطم),5036.9
2023-12-08,Tomato (طماطم),4875.17
2023-12-09,Tomato (طماطم),4882.62
2023-12-10,Tomato (طماطم),4855.25
2023-12-11,Tomato (طماطم),4932.07
2023-12-12,Tomato (طماطم),4930.36
2023-12-13,Tomato (طماطم),4868.37
2023-12-14,Tomato (طماطم),4863.47
2023-12-15,Tomato (طماطم),4808.9
2023-12-16,Tomato (طماطم),4830.44
2023-12-17,Tomato (طماطم),4843.0
2023-12-18,Tomato (طماطم),4889.04
2023-12-19,Tomato (طماطم),4847.79
2023-12-20,Tomato (طماطم),4847.92
2023-12-21,Tomato (طماطم),4778.24
2023-12-22,Tomato (طماطم),4812.03
2023-12-23,Tomato (طماطم),4836.83
2023-12-24,Tomato (طماطم),4860.62
2023-12-25,Tomato (طماطم),4859.84
2023-12-26,Tomato (طماطم),4879.86
2023-12-27,Tomato (طماطم),4959.51
2023-12-28,Tomato (طماطم),4944.82
2023-12-29,Tomato (طماطم),4951.47
2023-12-30,Tomato (طماطم),4897.02
2023-12-31,Tomato (طماطم),4853.6
2024-01-01,Tomato (طماطم),4858.64
2024-01-02,Tomato (طماطم),4914.12
2024-01-03,Tomato (طماطم),4901.74
2024-01-04,Tomato (طماطم),4890.52
2024-01-05,Tomato (طماطم),4870.89
2024-01-06,Tomato (طماطم),4845.01
2024-01-07,Tomato (طماطم),4860.76
2024-01-08,Tomato (طماطم),4787.04
2024-01-09,Tomato (طماطم),4852.37
2024-01-10,Tomato (طماطم),4820.53
2024-01-11,Tomato (طماطم),4858.19
2024-01-12,Tomato (طماطم),4796.4
2024-01-13,Tomato (طماطم),4831.69
2024-01-14,Tomato (طماطم),4867.28
2024-01-15,Tomato (طماطم),4888.62
2024-01-16,Tomato (طماطم),4841.16
2024-01-17,Tomato (طماطم),4856.04
2024-01-18,Tomato (طماطم),4799.43
2024-01-19,Tomato (طماطم),4789.47
2024-01-20,Tomato (طماطم),4843.75
2024-01-21,Tomato (طماطم),4886.54
2024-01-22,Tomato (طماطم),4890.38
2024-01-23,Tomato (طماطم),4844.85
2024-01-24,Tomato (طماطم),4880.48
2024-01-25,Tomato (طماطم),4884.92
2024-01-26,Tomato (طماطم),4772.51
2024-01-27,Tomato (طماطم),4815.38
2024-01-28,Tomato (طماطم),4818.03
2024-01-29,Tomato (طماطم),4882.14
2024-01-30,Tomato (طماطم),4831.49
2024-01-31,Tomato (طماطم),4676.9
2024-02-01,Tomato (طماطم),4695.21
2024-02-02,Tomato (طماطم),4714.28
2024-02-03,Tomato (طماطم),4634.35
2024-02-04,Tomato (طماطم),4590.14
2024-02-05,Tomato (طماطم),4732.74
2024-02-06,Tomato (طماطم),4722.42
2024-02-07,Tomato (طماطم),4764.04
2024-02-08,Tomato (طماطم),4736.69
2024-02-09,Tomato (طماطم),4637.47
2024-02-10,Tomato (طماطم),4634.36
2024-02-11,Tomato (طماطم),4626.59
2024-02-12,Tomato (طماطم),4612.22
2024-02-13,Tomato (طماطم),4612.21
2024-02-14,Tomato (طماطم),4631.26
2024-02-15,Tomato (طماطم),4629.68
2024-02-16,Tomato (طماطم),4572.51
2024-02-17,Tomato (طماطم),4602.95
2024-02-18,Tomato (طماطم),4511.7
2024-02-19,Tomato (طماطم),4415.51
2024-02-20,Tomato (طماطم),4458.88
2024-02-21,Tomato (طماطم),4490.73
2024-02-22,Tomato (طماطم),4494.45
2024-02-23,Tomato (طماطم),4431.36
2024-02-24,Tomato (طماطم),4402.72
2024-02-25,Tomato (طماطم),4396.43
2024-02-26,Tomato (طماطم),4323.56
2024-02-27,Tomato (طماطم),4293.62
2024-02-28,Tomato (طماطم),4333.32
2024-02-29,Tomato (طماطم),4411.84
2024-03-01,Tomato (طماطم),4398.1
2024-03-02,Tomato (طماطم),4443.22
2024-03-03,Tomato (طماطم),4354.88
2024-03-04,Tomato (طماطم),4395.29
2024-03-05,Tomato (طماطم),4362.59
2024-03-06,Tomato (طماطم),4385.51
2024-03-07,Tomato (طماطم),4380.74
2024-03-08,Tomato (طماطم),4454.44
2024-03-09,Tomato (طماطم),4418.45
2024-03-10,Tomato (طماطم),4457.61
2024-03-11,Tomato (طماطم),4451.47
2024-03-12,Tomato (طماطم),4451.43
2024-03-13,Tomato (طماطم),4450.16
2024-03-14,Tomato (طماطم),4415.85
2024-03-15,Tomato (طماطم),4423.15
2024-03-16,Tomato (طماطم),4428.07
2024-03-17,Tomato (طماطم),4448.21
2024-03-18,Tomato (طماطم),4460.56
2024-03-19,Tomato (طماطم),4508.61
2024-03-20,Tomato (طماطم),4562.96
2024-03-21,Tomato (طماطم),4518.63
2024-03-22,Tomato (طماطم),4570.3
2024-03-23,Tomato (طماطم),4519.23
2024-03-24,Tomato (طماطم),4556.89
2024-03-25,Tomato (طماطم),4596.16
2024-03-26,Tomato (طماطم),4508.9
2024-03-27,Tomato (طماطم),4521.86
2024-03-28,Tomato (طماطم),4506.75
2024-03-29,Tomato (طماطم),4477.14
2024-03-30,Tomato (طماطم),4553.02
2024-03-31,Tomato (طماطم),4528.67
2024-04-01,Tomato (طماطم),4496.68
2024-04-02,Tomato (طماطم),4508.79
2024-04-03,Tomato (طماطم),4551.4
2024-04-04,Tomato (طماطم),4552.63
2024-04-05,Tomato (طماطم),4619.25
2024-04-06,Tomato (طماطم),4654.1
2024-04-07,Tomato (طماطم),4553.46
2024-04-08,Tomato (طماطم),4535.25
2024-04-09,Tomato (طماطم),4515.4
2024-04-10,Tomato (طماطم),4547.58
2024-04-11,Tomato (طماطم),4424.53
2024-04-12,Tomato (طماطم),4560.14
2024-04-13,Tomato (طماطم),4594.83
2024-04-14,Tomato (طماطم),4610.37
2024-04-15,Tomato (طماطم),4677.52
2024-04-16,Tomato (طماطم),4802.73
2024-04-17,Tomato (طماطم),4854.26
2024-04-18,Tomato (طماطم),4909.64
2024-04-19,Tomato (طماطم),4924.08
2024-04-20,Tomato (طماطم),4924.86
2024-04-21,Tomato (طماطم),4908.88
2024-04-22,Tomato (طماطم),4875.33
2024-04-23,Tomato (طماطم),4848.68
2024-04-24,Tomato (طماطم),4788.8
2024-04-25,Tomato (طماطم),4792.6
2024-04-26,Tomato (طماطم),4715.89
2024-04-27,Tomato (طماطم),4732.9
2024-04-28,Tomato (طماطم),4738.48
2024-04-29,Tomato (طماطم),4753.16
2024-04-30,Tomato (طماطم),4734.32
2024-05-01,Tomato (طماطم),4895.36
2024-05-02,Tomato (طماطم),4970.48
2024-05-03,Tomato (طماطم),4915.3
2024-05-04,Tomato (طماطم),4933.91
2024-05-05,Tomato (طماطم),4910.4
2024-05-06,Tomato (طماطم),4866.48
2024-05-07,Tomato (طماطم),4806.19
2024-05-08,Tomato (طماطم),4834.44
2024-05-09,Tomato (طماطم),4806.92
2024-05-10,Tomato (طماطم),4861.77
2024-05-11,Tomato (طماطم),4917.82
2024-05-12,Tomato (طماطم),4992.79
2024-05-13,Tomato (طماطم),4956.35
2024-05-14,Tomato (طماطم),4986.19
2024-05-15,Tomato (طماطم),5023.8
2024-05-16,Tomato (طماطم),5005.97
2024-05-17,Tomato (طماطم),4973.16
2024-05-18,Tomato (طماطم),5059.31
2024-05-19,Tomato (طماطم),5076.25
2024-05-20,Tomato (طماطم),5113.51
2024-05-21,Tomato (طماطم),5077.75
2024-05-22,Tomato (طماطم),5022.03
2024-05-23,Tomato (طماطم),4998.68
2024-05-24,Tomato (طماطم),4997.5
2024-05-25,Tomato (طماطم),4949.18
2024-05-26,Tomato (طماطم),4953.47
2024-05-27,Tomato (طماطم),4873.71
2024-05-28,Tomato (طماطم),4822.25
2024-05-29,Tomato (طماطم),4860.22
2024-05-30,Tomato (طماطم),4894.71
2024-05-31,Tomato (طماطم),4879.29
2024-06-01,Tomato (طماطم),4832.46
2024-06-02,Tomato (طماطم),4785.01
2024-06-03,Tomato (طماطم),4770.15
2024-06-04,Tomato (طماطم),4806.05
2024-06-05,Tomato (طماطم),4856.0
2024-06-06,Tomato (طماطم),4834.58
2024-06-07,Tomato (طماطم),4780.19
2024-06-08,Tomato (طماطم),4796.73
2024-06-09,Tomato (طماطم),4758.57
2024-06-10,Tomato (طماطم),4735.53
2024-06-11,Tomato (طماطم),4804.54
2024-06-12,Tomato (طماطم),4848.51
2024-06-13,Tomato (طماطم),4858.88
2024-06-14,Tomato (طماطم),4797.62
2024-06-15,Tomato (طماطم),4810.39
2024-06-16,Tomato (طماطم),4865.58
2024-06-17,Tomato (طماطم),4848.71
2024-06-18,Tomato (طماطم),4918.05
2024-06-19,Tomato (طماطم),4984.33
2024-06-20,Tomato (طماطم),5069.01
2024-06-21,Tomato (طماطم),5085.63
2024-06-22,Tomato (طماطم),5116.21
2024-06-23,Tomato (طماطم),5188.0
2024-06-24,Tomato (طماطم),5211.3
2024-06-25,Tomato (طماطم),5187.02
2024-06-26,Tomato (طماطم),5165.24
2024-06-27,Tomato (طماطم),5177.67
2024-06-28,Tomato (طماطم),5113.5
2024-06-29,Tomato (طماطم),5106.55
2024-06-30,Tomato (طماطم),5161.45
2024-07-01,Tomato (طماطم),5051.82
2024-07-02,Tomato (طماطم),5128.33
2024-07-03,Tomato (طماطم),5184.09
2024-07-04,Tomato (طماطم),5160.6
2024-07-05,Tomato (طماطم),5187.12
2024-07-06,Tomato (طماطم),5186.49
2024-07-07,Tomato (طماطم),5247.06
2024-07-08,Tomato (طماطم),5295.12
2024-07-09,Tomato (طماطم),5223.9
2024-07-10,Tomato (طماطم),5251.91
2024-07-11,Tomato (طماطم),5240.13
2024-07-12,Tomato (طماطم),5242.63
2024-07-13,Tomato (طماطم),5204.44
2024-07-14,Tomato (طماطم),5289.93
2024-07-15,Tomato (طماطم),5339.88
2024-07-16,Tomato (طماطم),5300.69
2024-07-17,Tomato (طماطم),5231.62
2024-07-18,Tomato (طماطم),5209.87
2024-07-19,Tomato (طماطم),5228.98
2024-07-20,Tomato (طماطم),5238.25
2024-07-21,Tomato (طماطم),5298.03
2024-07-22,Tomato (طماطم),5334.51
2024-07-23,Tomato (طماطم),5379.84
2024-07-24,Tomato (طماطم),5392.9
2024-07-25,Tomato (طماطم),5320.03
2024-07-26,Tomato (طماطم),5306.7
2024-07-27,Tomato (طماطم),5356.03
2024-07-28,Tomato (طماطم),5349.66
2024-07-29,Tomato (طماطم),5370.89
2024-07-30,Tomato (طماطم),5350.9
2024-07-31,Tomato (طماطم),5295.23
2024-08-01,Tomato (طماطم),5284.76
2024-08-02,Tomato (طماطم),5295.79
2024-08-03,Tomato (طماطم),5258.46
2024-08-04,Tomato (طماطم),5242.01
2024-08-05,Tomato (طماطم),5190.26
2024-08-06,Tomato (طماطم),5241.32
2024-08-07,Tomato (طماطم),5221.59
2024-08-08,Tomato (طماطم),5289.1
2024-08-09,Tomato (طماطم),5360.29
2024-08-10,Tomato (طماطم),5350.89
2024-08-11,Tomato (طماطم),5295.01
2024-08-12,Tomato (طماطم),5185.15
2024-08-13,Tomato (طماطم),5105.87
2024-08-14,Tomato (طماطم),5031.4
2024-08-15,Tomato (طماطم),5094.45
2024-08-16,Tomato (طماطم),5094.26
2024-08-17,Tomato (طماطم),5107.66
2024-08-18,Tomato (طماطم),4990.46
2024-08-19,Tomato (طماطم),4924.29
2024-08-20,Tomato (طماطم),4962.28
2024-08-21,Tomato (طماطم),4970.16
2024-08-22,Tomato (طماطم),4956.25
2024-08-23,Tomato (طماطم),4977.86
2024-08-24,Tomato (طماطم),5052.93
2024-08-25,Tomato (طماطم),5035.07
2024-08-26,Tomato (طماطم),5031.65
2024-08-27,Tomato (طماطم),5034.32
2024-08-28,Tomato (طماطم),5146.88
2024-08-29,Tomato (طماطم),5034.79
2024-08-30,Tomato (طماطم),5061.76
2024-08-31,Tomato (طماطم),5048.76
2024-09-01,Tomato (طماطم),5069.76
2024-09-02,Tomato (طماطم),5029.49
2024-09-03,Tomato (طماطم),5019.58
2024-09-04,Tomato (طماطم),5047.62
2024-09-05,Tomato (طماطم),5195.68
2024-09-06,Tomato (طماطم),5228.43
2024-09-07,Tomato (طماطم),5178.33
2024-09-08,Tomato (طماطم),5149.38
2024-09-09,Tomato (طماطم),5118.91
2024-09-10,Tomato (طماطم),5021.27
2024-09-11,Tomato (طماطم),4996.86
2024-09-12,Tomato (طماطم),5025.55
2024-09-13,Tomato (طماطم),4953.85
2024-09-14,Tomato (طماطم),4998.25
2024-09-15,Tomato (طماطم),5014.57
2024-09-16,Tomato (طماطم),4969.76
2024-09-17,Tomato (طماطم),4954.55
2024-09-18,Tomato (طماطم),5026.3
2024-09-19,Tomato (طماطم),5054.79
2024-09-20,Tomato (طماطم),5047.01
2024-09-21,Tomato (طماطم),5026.89
2024-09-22,Tomato (طماطم),5022.46
2024-09-23,Tomato (طماطم),4988.59
2024-09-24,Tomato (طماطم),4875.06
2024-09-25,Tomato (طماطم),4968.87
2024-09-26,Tomato (طماطم),4968.32
2024-09-27,Tomato (طماطم),4979.9
2024-09-28,Tomato (طماطم),4968.68
2024-09-29,Tomato (طماطم),4923.59
2024-09-30,Tomato (طماطم),4905.96
2024-10-01,Tomato (طماطم),4817.66
2024-10-02,Tomato (طماطم),4923.18
2024-10-03,Tomato (طماطم),4853.14
2024-10-04,Tomato (طماطم),4793.23
2024-10-05,Tomato (طماطم),4762.92
2024-10-06,Tomato (طماطم),4819.03
2024-10-07,Tomato (طماطم),4811.49
2024-10-08,Tomato (طماطم),4741.44
2024-10-09,Tomato (طماطم),4795.92
2024-10-10,Tomato (طماطم),4824.27
2024-10-11,Tomato (طماطم),4843.01
2024-10-12,Tomato (طماطم),4870.65
2024-10-13,Tomato (طماطم),4982.25
2024-10-14,Tomato (طماطم),5083.42
2024-10-15,Tomato (طماطم),5041.04
2024-10-16,Tomato (طماطم),5114.23
2024-10-17,Tomato (طماطم),5125.41
2024-10-18,Tomato (طماطم),5142.44
2024-10-19,Tomato (طماطم),5049.95
2024-10-20,Tomato (طماطم),5033.6
2024-10-21,Tomato (طماطم),4985.18
2024-10-22,Tomato (طماطم),5018.85
2024-10-23,Tomato (طماطم),5064.73
2024-10-24,Tomato (طماطم),4953.39
2024-10-25,Tomato (طماطم),4944.73
2024-10-26,Tomato (طماطم),4993.32
2024-10-27,Tomato (طماطم),4976.56
2024-10-28,Tomato (طماطم),5005.64
2024-10-29,Tomato (طماطم),5015.9
2024-10-30,Tomato (طماطم),5025.75
2024-10-31,Tomato (طماطم),5005.03
2024-11-01,Tomato (طماطم),4937.12
2024-11-02,Tomato (طماطم),4874.04
